sgrna	Gene	control_count	treatment_count	control_mean	treat_mean	LFC	control_var	adj_var	score	p.low	p.high	p.twosided	FDR	high_in_treatment
chr11:73214997-73215020	SHPK	93.533	114.84	93.533	114.84	0.29323	226.97	1015.9	0.66847	0.74766	0.25234	0.50468	0.71063	True
chr7:30270292-30270315	WDR62	65.256	81.621	65.256	81.621	0.31847	133.92	601.92	0.66705	0.74664	0.25336	0.50672	0.71154	True
chrX:16894433-16894456	NDP	350.21	294.22	350.21	294.22	-0.25054	1567.4	7070.5	0.6659	0.25274	0.74726	0.50548	0.71104	False
chr7:48389126-48389149	MRGPRB8	185.98	150.9	185.98	150.9	-0.29971	615.11	2779.7	0.66576	0.25278	0.74722	0.50557	0.71104	False
chr6:127923624-127923647	TSPAN11	61.993	46.505	61.993	46.505	-0.40711	119.94	558.81	0.66534	0.25292	0.74708	0.50583	0.71104	False
chr18:35979801-35979824	PSD2	4.3504	2.8473	4.3504	2.8473	-0.47581	1.1297	13.482	0.66524	0.25295	0.74705	0.50589	0.71104	False
chr3:116647863-116647886	HIAT1	53.292	67.385	53.292	67.385	0.33294	99.304	449.02	0.66507	0.74548	0.25452	0.50904	0.71325	True
chr8:86560453-86560476	ABCC12	102.23	79.723	102.23	79.723	-0.35486	253.37	1156.6	0.66499	0.25303	0.74697	0.50605	0.71104	False
chr11:99948771-99948794	KRTAP9-5	17.402	23.727	17.402	23.727	0.42627	20.007	90.886	0.66352	0.73758	0.26242	0.52483	0.72393	True
chr18:34592974-34592997	4933408B17RIK	80.482	61.691	80.482	61.691	-0.37824	176.56	816.21	0.6634	0.25354	0.74646	0.50708	0.71183	False
chr9:59485977-59486000	ARIH1	63.081	47.454	63.081	47.454	-0.40326	122.09	573.06	0.66253	0.25382	0.74618	0.50763	0.71239	False
chr12:117647071-117647094	RAPGEF5	81.57	62.64	81.57	62.64	-0.37569	179.18	832.3	0.66162	0.25411	0.74589	0.50822	0.71282	False
chr3:34650754-34650777	SOX2	14.139	9.4909	14.139	9.4909	-0.52911	10.802	67.91	0.66126	0.25422	0.74578	0.50845	0.71282	False
chr5:151095438-151095461	STARD13	14.139	9.4909	14.139	9.4909	-0.52911	10.802	67.91	0.66126	0.25422	0.74578	0.50845	0.71282	False
chr9:38403316-38403339	OLFR147	219.69	259.1	219.69	259.1	0.23702	776.41	3552.1	0.66117	0.74572	0.25428	0.50856	0.71282	True
chr6:29319425-29319448	FAM71F1	114.2	138.57	114.2	138.57	0.27684	296.92	1359.6	0.6609	0.74541	0.25459	0.50918	0.71325	True
chr19:12674629-12674652	OLFR1442	78.307	96.807	78.307	96.807	0.30249	171.12	784.32	0.66057	0.7449	0.2551	0.51021	0.71331	True
chr2:119290206-119290229	VPS18	64.168	48.403	64.168	48.403	-0.39956	124.27	587.44	0.65983	0.25468	0.74532	0.50936	0.71328	False
chr4:43770591-43770614	OLFR159	107.67	84.469	107.67	84.469	-0.34651	269.2	1247.6	0.65961	0.25475	0.74525	0.50951	0.71328	False
chr11:106208037-106208060	CCDC47	194.68	230.63	194.68	230.63	0.24331	646.13	2973	0.65929	0.7451	0.2549	0.5098	0.71331	True
chr15:78540187-78540210	SSTR3	104.41	127.18	104.41	127.18	0.28214	259.2	1192.7	0.65926	0.74482	0.25518	0.51037	0.71331	True
chr2:111227953-111227976	4930430A15RIK	97.884	119.58	97.884	119.58	0.28624	235.47	1085.5	0.65866	0.74456	0.25544	0.51087	0.71331	True
chr7:25913892-25913915	CYP2B10	94.621	115.79	94.621	115.79	0.2885	224.03	1033.1	0.65855	0.74449	0.25551	0.51101	0.71331	True
chr2:87737926-87737949	OLFR1138	50.03	37.014	50.03	37.014	-0.42479	84.697	409.88	0.6584	0.25514	0.74486	0.51028	0.71331	False
chr3:41730289-41730312	SCLT1	109.85	86.367	109.85	86.367	-0.34342	275.67	1284.5	0.65766	0.25538	0.74462	0.51076	0.71331	False
chr10:39947930-39947953	G630090E17RIK	109.85	86.367	109.85	86.367	-0.34342	275.67	1284.5	0.65766	0.25538	0.74462	0.51076	0.71331	False
chr6:121641298-121641321	A2M	149	119.58	149	119.58	-0.31492	432.65	2007.2	0.6576	0.2554	0.7446	0.51079	0.71331	False
chrX:72383010-72383033	MAGEA10	150.09	120.53	150.09	120.53	-0.31403	436.74	2028.7	0.65716	0.25554	0.74446	0.51108	0.71331	False
chr14:54515367-54515390	PRMT5	557.94	480.24	557.94	480.24	-0.21594	3018.6	14099	0.65438	0.25643	0.74357	0.51286	0.71558	False
chr9:86573019-86573042	RWDD2A	158.79	128.13	158.79	128.13	-0.30738	470.1	2203.6	0.65402	0.25655	0.74345	0.5131	0.71569	False
chr16:5072170-5072193	UBN1	51.117	64.538	51.117	64.538	0.33057	90.059	422.8	0.6527	0.74135	0.25865	0.51729	0.71892	True
chr15:73532852-73532875	DENND3	29.365	20.88	29.365	20.88	-0.47281	36	190.81	0.65241	0.25707	0.74293	0.51414	0.71692	False
chr19:38837007-38837030	TBC1D12	88.095	68.334	88.095	68.334	-0.36178	195.25	930.97	0.65213	0.25716	0.74284	0.51432	0.71694	False
chr7:45503254-45503277	NUCB1	22.84	30.371	22.84	30.371	0.39606	28.36	133.46	0.6519	0.73644	0.26356	0.52713	0.72448	True
chr2:174457069-174457092	TUBB1	112.02	135.72	112.02	135.72	0.27461	280.77	1321.9	0.65177	0.74246	0.25754	0.51508	0.71695	True
chr9:107687961-107687984	SEMA3F	167.49	135.72	167.49	135.72	-0.30145	504.69	2383.2	0.65149	0.25736	0.74264	0.51473	0.71695	False
chr4:129182017-129182040	S100PBP	15.226	20.88	15.226	20.88	0.43127	15.981	75.338	0.65135	0.73195	0.26805	0.5361	0.7299	True
chr17:35017918-35017941	D17H6S56E-3	118.55	93.96	118.55	93.96	-0.33221	302.3	1436	0.65089	0.25756	0.74244	0.51511	0.71695	False
chr2:154206458-154206481	BPIFB1	52.205	38.913	52.205	38.913	-0.41471	88.341	435.84	0.65089	0.25756	0.74244	0.51512	0.71695	False
chr8:70678021-70678044	LSM4	170.75	138.57	170.75	138.57	-0.29938	517.98	2451.7	0.65068	0.25763	0.74237	0.51525	0.71695	False
chr10:75910197-75910220	SMARCB1	42.416	54.098	42.416	54.098	0.34376	68.23	323.14	0.64985	0.73972	0.26028	0.52055	0.72084	True
chr17:91088341-91088364	NRXN1	28.278	37.014	28.278	37.014	0.37675	38.166	180.82	0.64973	0.73741	0.26259	0.52518	0.72419	True
chr7:99099414-99099437	UVRAG	120.72	95.858	120.72	95.858	-0.32967	309.15	1474.7	0.64943	0.25803	0.74197	0.51606	0.71779	False
chr13:27807506-27807529	PRL2A1	177.28	144.26	177.28	144.26	-0.29548	545.07	2590.6	0.64926	0.25808	0.74192	0.51617	0.71779	False
chr19:10532840-10532863	CPSF7	183.8	149.96	183.8	149.96	-0.29187	572.86	2732	0.64809	0.25846	0.74154	0.51693	0.71863	False
chr2:132089183-132089206	SLC23A2	190.33	155.65	190.33	155.65	-0.28851	601.33	2875.8	0.64712	0.25878	0.74122	0.51755	0.71906	False
chr9:78155494-78155517	ICK	21.752	15.185	21.752	15.185	-0.4913	21.56	124.55	0.64601	0.25914	0.74086	0.51827	0.71963	False
chr16:14049383-14049406	2900011O08RIK	127.25	101.55	127.25	101.55	-0.32259	330.16	1592.8	0.64551	0.2593	0.7407	0.5186	0.71987	False
chr13:43376867-43376890	SIRT5	94.621	74.029	94.621	74.029	-0.34988	212.02	1033.1	0.64435	0.25967	0.74033	0.51935	0.72033	False
chr15:32177790-32177813	TAS2R119	94.621	74.029	94.621	74.029	-0.34988	212.02	1033.1	0.64435	0.25967	0.74033	0.51935	0.72033	False
chr5:97392136-97392159	NAA11	54.38	40.811	54.38	40.811	-0.40549	92.061	462.32	0.64408	0.25976	0.74024	0.51952	0.72033	False
chr16:4551324-4551347	TFAP4	130.51	104.4	130.51	104.4	-0.31932	340.92	1652.9	0.64378	0.25986	0.74014	0.51972	0.72033	False
chr1:183088805-183088828	DISP1	95.709	74.978	95.709	74.978	-0.34807	214.88	1050.5	0.6432	0.26005	0.73995	0.5201	0.72064	False
chr15:89475323-89475346	ARSA	41.329	30.371	41.329	30.371	-0.43222	60.038	311.29	0.64277	0.26019	0.73981	0.52037	0.72081	False
chr1:74486624-74486647	USP37	109.85	132.87	109.85	132.87	0.27228	265.07	1284.5	0.64242	0.73942	0.26058	0.52117	0.72125	True
chr2:167313134-167313157	B4GALT5	72.869	55.996	72.869	55.996	-0.37411	142.35	706.44	0.64177	0.26051	0.73949	0.52102	0.72125	False
chr3:87922177-87922200	MRPL24	67.431	83.52	67.431	83.52	0.30463	129.42	631.23	0.64036	0.73808	0.26192	0.52385	0.72344	True
chr10:28465881-28465904	PTPRK	67.431	83.52	67.431	83.52	0.30463	129.42	631.23	0.64036	0.73808	0.26192	0.52385	0.72344	True
chr11:53614026-53614049	IL4	73.957	56.945	73.957	56.945	-0.37137	144.7	721.8	0.63989	0.26112	0.73888	0.52224	0.72241	False
chr7:48388979-48389002	MRGPRB8	48.942	61.691	48.942	61.691	0.328	81.265	397.09	0.63977	0.73699	0.26301	0.52602	0.72423	True
chr10:128640158-128640181	IKZF4	70.694	87.316	70.694	87.316	0.30082	138.15	676.03	0.6393	0.73783	0.26217	0.52435	0.72369	True
chr17:33433300-33433323	ACTL9	75.044	57.894	75.044	57.894	-0.36871	147.06	737.28	0.63808	0.26171	0.73829	0.52342	0.72344	False
chr10:80260735-80260758	GAMT	42.416	31.32	42.416	31.32	-0.42582	61.566	323.14	0.63791	0.26177	0.73823	0.52354	0.72344	False
chr1:165916958-165916981	POU2F1	20.664	27.524	20.664	27.524	0.39683	23.524	115.83	0.63733	0.73066	0.26934	0.53868	0.73248	True
chr2:88559951-88559974	OLFR1188	147.91	119.58	147.91	119.58	-0.30442	401.25	1985.8	0.63673	0.26215	0.73785	0.5243	0.72369	False
chr2:119035198-119035221	RPUSD2	31.54	22.778	31.54	22.778	-0.4526	38.389	211.31	0.63641	0.26225	0.73775	0.52451	0.7237	False
chr1:134407649-134407672	CYB5R1	26.102	34.167	26.102	34.167	0.37581	32.52	161.34	0.63493	0.73192	0.26808	0.53617	0.7299	True
chr2:113365630-113365653	FMN1	77.219	59.792	77.219	59.792	-0.36364	151.85	768.54	0.63465	0.26283	0.73717	0.52565	0.72423	False
chr7:109766558-109766581	NRIP3	77.219	59.792	77.219	59.792	-0.36364	151.85	768.54	0.63465	0.26283	0.73717	0.52565	0.72423	False
chr13:62172141-62172164	ZFP808	158.79	129.08	158.79	129.08	-0.29682	441.45	2203.6	0.63378	0.26311	0.73689	0.52622	0.72423	False
chr15:69013369-69013392	KHDRBS3	22.84	16.134	22.84	16.134	-0.47646	22.479	133.46	0.63374	0.26312	0.73688	0.52625	0.72423	False
chr19:37954483-37954506	MYOF	43.504	32.269	43.504	32.269	-0.41976	63.112	335.12	0.63333	0.26326	0.73674	0.52652	0.72423	False
chr13:68577607-68577630	MTRR	43.504	32.269	43.504	32.269	-0.41976	63.112	335.12	0.63333	0.26326	0.73674	0.52652	0.72423	False
chr4:132730872-132730895	XKR8	466.58	532.44	466.58	532.44	0.19011	2168.6	10814	0.63332	0.73674	0.26326	0.52653	0.72423	True
chr2:86677192-86677215	OLFR1086	276.25	231.58	276.25	231.58	-0.25348	997.83	4979.6	0.63316	0.26331	0.73669	0.52663	0.72423	False
chr4:82998838-82998861	FREM1	352.38	298.96	352.38	298.96	-0.23645	1426.8	7135.5	0.63243	0.26355	0.73645	0.52711	0.72448	False
chr9:61409385-61409408	TLE3	262.11	219.24	262.11	219.24	-0.2566	919.01	4608.1	0.63169	0.2638	0.7362	0.52759	0.72491	False
chr2:32335992-32336015	DNM1	257.76	215.44	257.76	215.44	-0.25763	895.41	4495.7	0.63128	0.26393	0.73607	0.52786	0.72493	False
chr7:26198497-26198520	CYP2B9	172.93	141.41	172.93	141.41	-0.2884	496.57	2497.7	0.63118	0.26396	0.73604	0.52792	0.72493	False
chr19:37981314-37981337	MYOF	43.504	55.047	43.504	55.047	0.33271	66.622	335.12	0.63055	0.7335	0.2665	0.53299	0.72884	True
chr2:152343120-152343143	TRIB3	43.504	55.047	43.504	55.047	0.33271	66.622	335.12	0.63055	0.7335	0.2665	0.53299	0.72884	True
chr3:107968175-107968198	GSTM3	80.482	62.64	80.482	62.64	-0.35656	159.18	816.21	0.62998	0.26436	0.73564	0.52871	0.72579	False
chr1:37950642-37950665	LYG1	97.884	118.64	97.884	118.64	0.27484	215.32	1085.5	0.62986	0.73521	0.26479	0.52957	0.72654	True
chr11:108939321-108939344	AXIN2	44.592	33.218	44.592	33.218	-0.41401	64.678	347.24	0.62901	0.26467	0.73533	0.52934	0.72644	False
chr2:127541144-127541167	PROM2	9.7884	6.6436	9.7884	6.6436	-0.49715	4.9448	40.713	0.62764	0.26512	0.73488	0.53024	0.72703	False
chr2:30048721-30048744	WDR34	9.7884	6.6436	9.7884	6.6436	-0.49715	4.9448	40.713	0.62764	0.26512	0.73488	0.53024	0.72703	False
chr11:119500631-119500654	A730011L01RIK	60.906	46.505	60.906	46.505	-0.38198	103.68	544.67	0.62715	0.26528	0.73472	0.53056	0.72704	False
chr7:86321769-86321792	OLFR308	82.657	64.538	82.657	64.538	-0.35216	164.16	848.5	0.62713	0.26529	0.73471	0.53057	0.72704	False
chr6:57844290-57844313	VMN1R21	81.57	99.654	81.57	99.654	0.28572	163.52	832.3	0.62685	0.734	0.266	0.53201	0.72855	True
chr15:54571609-54571632	MAL2	176.19	207.85	176.19	207.85	0.23716	501.15	2567.3	0.62483	0.73389	0.26611	0.53222	0.72855	True
chr13:23011742-23011765	VMN1R213	61.993	47.454	61.993	47.454	-0.37857	105.69	558.81	0.62476	0.26606	0.73394	0.53213	0.72855	False
chr17:46219406-46219429	XPO5	84.833	66.436	84.833	66.436	-0.34801	169.22	881.19	0.62449	0.26615	0.73385	0.5323	0.72855	False
chr8:43521329-43521352	ADAM26B	122.9	98.705	122.9	98.705	-0.31342	292.66	1513.7	0.62361	0.26644	0.73356	0.53289	0.72884	False
chr11:83424432-83424455	GAS2L2	50.03	62.64	50.03	62.64	0.3186	79.509	409.88	0.62287	0.73151	0.26849	0.53699	0.73039	True
chr1:92982923-92982946	GPR35	23.927	17.084	23.927	17.084	-0.46304	23.417	142.57	0.62269	0.26674	0.73326	0.53349	0.72908	False
chrX:142343380-142343403	ACSL4	23.927	17.084	23.927	17.084	-0.46304	23.417	142.57	0.62269	0.26674	0.73326	0.53349	0.72908	False
chr13:46289691-46289714	GM1574	87.008	68.334	87.008	68.334	-0.34406	174.35	914.28	0.62204	0.26696	0.73304	0.53392	0.72945	False
chr7:24638991-24639014	LYPD3	18.489	24.676	18.489	24.676	0.39776	19.14	98.991	0.62186	0.72428	0.27572	0.55144	0.74323	True
chr2:76370420-76370443	RBM45	46.767	35.116	46.767	35.116	-0.40336	67.867	371.9	0.62109	0.26727	0.73273	0.53454	0.72985	False
chr19:34474907-34474930	CH25H	443.74	381.53	443.74	381.53	-0.21738	1934.9	10038	0.62089	0.26734	0.73266	0.53467	0.72985	False
chr7:44015987-44016010	KLK1B26	88.095	69.283	88.095	69.283	-0.34217	176.95	930.97	0.62087	0.26734	0.73266	0.53468	0.72985	False
chrX:142343312-142343335	ACSL4	98.971	119.58	98.971	119.58	0.27046	212.46	1103.2	0.62063	0.73219	0.26781	0.53562	0.7299	True
chr11:5837584-5837607	POLM	16.314	11.389	16.314	11.389	-0.48287	12.127	83	0.62028	0.26754	0.73246	0.53507	0.7299	False
chr2:112627802-112627825	AVEN	89.183	70.232	89.183	70.232	-0.34032	179.56	947.76	0.61975	0.26771	0.73229	0.53542	0.7299	False
chr2:79878229-79878252	PDE1A	89.183	70.232	89.183	70.232	-0.34032	179.56	947.76	0.61975	0.26771	0.73229	0.53542	0.7299	False
chr11:105976576-105976599	ACE	268.64	225.88	268.64	225.88	-0.24907	913.96	4778.4	0.61861	0.26809	0.73191	0.53617	0.7299	False
chr16:20312302-20312325	CYP2AB1	268.64	225.88	268.64	225.88	-0.24907	913.96	4778.4	0.61861	0.26809	0.73191	0.53617	0.7299	False
chr7:45217402-45217425	TEAD2	210.99	246.76	210.99	246.76	0.22493	639.69	3346.9	0.61827	0.73177	0.26823	0.53647	0.7299	True
chr15:98168520-98168543	AI836003	65.256	50.302	65.256	50.302	-0.36905	111.82	601.92	0.61819	0.26823	0.73177	0.53645	0.7299	False
chr7:120182180-120182203	ANKS4B	65.256	50.302	65.256	50.302	-0.36905	111.82	601.92	0.61819	0.26823	0.73177	0.53645	0.7299	False
chr7:19095296-19095319	SIX5	59.818	74.029	59.818	74.029	0.30295	100.97	530.64	0.61691	0.73008	0.26992	0.53984	0.73328	True
chr10:62470006-62470029	VPS26A	63.081	77.825	63.081	77.825	0.29877	108.7	573.06	0.61592	0.72989	0.27011	0.54022	0.73328	True
chr2:111565093-111565116	OLFR1295	76.132	93.011	76.132	93.011	0.28549	142.44	752.85	0.61515	0.73003	0.26997	0.53995	0.73328	True
chr9:14592750-14592773	AMOTL1	72.869	89.214	72.869	89.214	0.28838	133.58	706.44	0.61496	0.72989	0.27011	0.54023	0.73328	True
chr14:56552790-56552813	CENPJ	233.83	195.51	233.83	195.51	-0.25702	734.28	3894.1	0.6143	0.26951	0.73049	0.53901	0.73271	False
chr2:121414153-121414176	PDIA3	6.5256	9.4909	6.5256	9.4909	0.47926	4.3964	23.33	0.61392	0.70424	0.29576	0.59153	0.77587	True
chr7:49759734-49759757	HTATIP2	95.709	75.927	95.709	75.927	-0.33016	195.66	1050.5	0.6138	0.26967	0.73033	0.53935	0.73295	False
chr7:127019962-127019985	PRRT2	177.28	146.16	177.28	146.16	-0.27675	484.2	2590.6	0.61195	0.27029	0.72971	0.54057	0.73353	False
chr9:41046946-41046969	UBASH3B	100.06	120.53	100.06	120.53	0.26616	209.61	1120.9	0.61156	0.72921	0.27079	0.54158	0.73425	True
chr6:142767824-142767847	CMAS	98.971	78.774	98.971	78.774	-0.32559	203.96	1103.2	0.61127	0.27051	0.72949	0.54102	0.73392	False
chr7:28732822-28732845	FBXO17	50.03	37.963	50.03	37.963	-0.38921	72.795	409.88	0.61076	0.27068	0.72932	0.54136	0.73417	False
chr2:129285343-129285366	CKAP2L	114.2	136.67	114.2	136.67	0.25708	252.47	1359.6	0.60942	0.72861	0.27139	0.54278	0.73566	True
chr15:47947993-47948016	CSMD3	51.117	38.913	51.117	38.913	-0.38491	74.476	422.8	0.60767	0.2717	0.7283	0.54341	0.73629	False
chr15:79485187-79485210	KCNJ4	87.008	105.35	87.008	105.35	0.2731	168.19	914.28	0.60657	0.72738	0.27262	0.54523	0.73848	True
chr2:85785940-85785963	OLFR1015	35.891	45.556	35.891	45.556	0.33571	46.71	254.23	0.60619	0.72444	0.27556	0.55111	0.74301	True
chr15:98168493-98168516	AI836003	35.891	45.556	35.891	45.556	0.33571	46.71	254.23	0.60619	0.72444	0.27556	0.55111	0.74301	True
chr5:131085962-131085985	WBSCR17	27.19	35.116	27.19	35.116	0.35747	31.413	170.99	0.60615	0.72258	0.27742	0.55484	0.74572	True
chr7:109766600-109766623	NRIP3	16.314	21.829	16.314	21.829	0.39893	15.208	83	0.60535	0.71716	0.28284	0.56569	0.75286	True
chr18:62986949-62986972	NAPG	16.314	21.829	16.314	21.829	0.39893	15.208	83	0.60535	0.71716	0.28284	0.56569	0.75286	True
chr7:19095396-19095419	SIX5	52.205	39.862	52.205	39.862	-0.38081	76.176	435.84	0.60475	0.27267	0.72733	0.54535	0.73848	False
chr7:13401363-13401386	CABP5	57.643	71.182	57.643	71.182	0.29968	91.65	502.95	0.6037	0.72558	0.27442	0.54883	0.74124	True
chr7:13219753-13219776	VMN1R89	112.02	90.163	112.02	90.163	-0.31009	238.92	1321.9	0.60348	0.27309	0.72691	0.54619	0.73919	False
chr17:23779757-23779780	FLYWCH2	112.02	90.163	112.02	90.163	-0.31009	238.92	1321.9	0.60348	0.27309	0.72691	0.54619	0.73919	False
chr1:191760013-191760036	LPGAT1	113.11	91.112	113.11	91.112	-0.30896	241.95	1340.7	0.60297	0.27326	0.72674	0.54653	0.73943	False
chr2:127541100-127541123	PROM2	21.752	28.473	21.752	28.473	0.37338	22.583	124.55	0.6022	0.71928	0.28072	0.56144	0.75098	True
chr11:119499847-119499870	A730011L01RIK	53.292	40.811	53.292	40.811	-0.37687	77.895	449.02	0.60197	0.2736	0.7264	0.54719	0.74011	False
chr13:58051040-58051063	KLHL3	117.46	94.909	117.46	94.909	-0.30467	254.3	1416.7	0.60112	0.27388	0.72612	0.54776	0.74061	False
chr15:43507679-43507702	TTC35	38.066	28.473	38.066	28.473	-0.40654	46.016	276.61	0.60072	0.27401	0.72599	0.54803	0.74061	False
chr10:123593579-123593602	FAM19A2	118.55	95.858	118.55	95.858	-0.30365	257.43	1436	0.6007	0.27402	0.72598	0.54804	0.74061	False
chr1:166303553-166303576	ILDR2	77.219	60.742	77.219	60.742	-0.34129	135.76	768.54	0.6002	0.27419	0.72581	0.54837	0.74083	False
chr3:58545261-58545284	EIF2A	333.89	382.48	333.89	382.48	0.19546	1180.5	6588.8	0.5986	0.72528	0.27472	0.54945	0.74185	True
chr18:46928586-46928609	GM949	220.78	185.07	220.78	185.07	-0.25328	637.62	3578.1	0.59724	0.27517	0.72483	0.55035	0.74285	False
chr17:34242521-34242544	H2-OB	42.416	53.149	42.416	53.149	0.31869	57.594	323.14	0.59705	0.72222	0.27778	0.55556	0.74572	True
chrX:72916310-72916333	CETN2	80.482	63.589	80.482	63.589	-0.3352	142.69	816.21	0.59657	0.2754	0.7246	0.5508	0.74301	False
chr5:113097740-113097763	2900026A02RIK	80.482	63.589	80.482	63.589	-0.3352	142.69	816.21	0.59657	0.2754	0.7246	0.5508	0.74301	False
chr8:70132572-70132595	NR2C2AP	145.74	119.58	145.74	119.58	-0.28319	342	1943.1	0.59433	0.27614	0.72386	0.55229	0.74378	False
chr8:23902090-23902113	ZMAT4	193.59	161.34	193.59	161.34	-0.2614	519.96	2948.6	0.59426	0.27617	0.72383	0.55234	0.74378	False
chr6:52729317-52729340	TAX1BP1	192.5	160.4	192.5	160.4	-0.26177	515.5	2924.3	0.59417	0.2762	0.7238	0.5524	0.74378	False
chr9:38728058-38728081	VWA5A	190.33	158.5	190.33	158.5	-0.26253	506.65	2875.8	0.59401	0.27625	0.72375	0.55251	0.74378	False
chr3:14645199-14645222	CAR13	151.18	124.33	151.18	124.33	-0.28001	360.35	2050.3	0.59379	0.27633	0.72367	0.55266	0.74378	False
chr15:76723668-76723691	C030006K11RIK	154.44	127.18	154.44	127.18	-0.2782	371.59	2115.6	0.59354	0.27641	0.72359	0.55282	0.74378	False
chr2:34948157-34948180	TRAF1	134.86	159.45	134.86	159.45	0.23995	302.2	1734.3	0.59034	0.72235	0.27765	0.5553	0.74572	True
chr6:134870070-134870093	GPR19	58.73	45.556	58.73	45.556	-0.35949	86.779	516.74	0.59005	0.27758	0.72242	0.55516	0.74572	False
chr19:25677838-25677861	DMRT2	88.095	70.232	88.095	70.232	-0.32282	159.54	930.97	0.58963	0.27772	0.72228	0.55544	0.74572	False
chr5:120769123-120769146	OAS3	18.489	13.287	18.489	13.287	-0.44795	13.53	98.991	0.58955	0.27775	0.72225	0.55549	0.74572	False
chr5:121575137-121575160	ALDH2	18.489	13.287	18.489	13.287	-0.44795	13.53	98.991	0.58955	0.27775	0.72225	0.55549	0.74572	False
chr2:30892806-30892829	PTGES	18.489	13.287	18.489	13.287	-0.44795	13.53	98.991	0.58955	0.27775	0.72225	0.55549	0.74572	False
chr13:30886272-30886295	EXOC2	89.183	71.182	89.183	71.182	-0.32123	162.03	947.76	0.58879	0.278	0.722	0.556	0.7461	False
chr7:142898133-142898156	TH	59.818	46.505	59.818	46.505	-0.35641	88.613	530.64	0.588	0.27826	0.72174	0.55653	0.74659	False
chrX:57388812-57388835	RBMX	14.139	18.982	14.139	18.982	0.40043	11.727	67.91	0.58769	0.70909	0.29091	0.58182	0.76681	True
chr4:150088067-150088090	GPR157	91.358	73.08	91.358	73.08	-0.31816	167.05	981.63	0.58721	0.27853	0.72147	0.55706	0.74709	False
chr4:129657768-129657791	KPNA6	305.62	350.21	305.62	350.21	0.19592	994.49	5780.9	0.58656	0.72124	0.27876	0.55751	0.74747	True
chr12:11260945-11260968	GEN1	103.32	123.38	103.32	123.38	0.25373	201.19	1174.6	0.58528	0.72046	0.27954	0.55908	0.74913	True
chr4:133221487-133221510	CD164L2	296.91	253.41	296.91	253.41	-0.22776	946.48	5539.4	0.58464	0.27939	0.72061	0.55879	0.74896	False
chr11:78304940-78304963	SPAG5	42.416	32.269	42.416	32.269	-0.38406	51.485	323.14	0.58397	0.27962	0.72038	0.55924	0.74913	False
chr18:24622184-24622207	ELP2	135.95	160.4	135.95	160.4	0.23695	298.8	1754.8	0.58357	0.72008	0.27992	0.55984	0.7495	True
chr18:37342627-37342650	PCDHB7	154.44	181.28	154.44	181.28	0.22977	360.1	2115.6	0.58346	0.7201	0.2799	0.5598	0.7495	True
chr9:109146643-109146666	FBXW21	169.67	198.36	169.67	198.36	0.2242	411.67	2428.8	0.58223	0.71971	0.28029	0.56057	0.75026	True
chr1:139328249-139328272	CRB1	79.395	95.858	79.395	95.858	0.26877	135.52	800.21	0.58198	0.71901	0.28099	0.56199	0.75128	True
chr8:70755968-70755991	RAB3A	40.241	50.302	40.241	50.302	0.31492	50.606	299.59	0.58124	0.71662	0.28338	0.56677	0.75286	True
chr2:111564909-111564932	OLFR1295	282.78	241.07	282.78	241.07	-0.22934	869.76	5154.3	0.58103	0.28061	0.71939	0.56122	0.75091	False
chr18:10706071-10706094	ABHD3	43.504	33.218	43.504	33.218	-0.37918	52.9	335.12	0.58043	0.28081	0.71919	0.56163	0.75102	False
chr5:31901104-31901127	BRE	72.869	88.265	72.869	88.265	0.27313	118.52	706.44	0.57926	0.71793	0.28207	0.56414	0.75286	True
chr1:132417760-132417783	DSTYK	28.278	36.065	28.278	36.065	0.34027	30.324	180.82	0.57915	0.71368	0.28632	0.57264	0.75846	True
chr4:115785121-115785144	ATPAF1	28.278	36.065	28.278	36.065	0.34027	30.324	180.82	0.57915	0.71368	0.28632	0.57264	0.75846	True
chr10:76470574-76470597	MCM3AP	28.278	36.065	28.278	36.065	0.34027	30.324	180.82	0.57915	0.71368	0.28632	0.57264	0.75846	True
chr16:20621048-20621071	CAMK2N2	28.278	36.065	28.278	36.065	0.34027	30.324	180.82	0.57915	0.71368	0.28632	0.57264	0.75846	True
chr11:43172878-43172901	ATP10B	46.767	57.894	46.767	57.894	0.30212	61.911	371.9	0.57702	0.71586	0.28414	0.56828	0.7542	True
chr18:61005801-61005824	SLC6A7	19.577	14.236	19.577	14.236	-0.4335	14.26	107.31	0.57696	0.28198	0.71802	0.56397	0.75286	False
chr4:132205284-132205307	YTHDF2	114.2	93.011	114.2	93.011	-0.29322	224.45	1359.6	0.57669	0.28208	0.71792	0.56415	0.75286	False
chr12:111410227-111410250	A230065H16RIK	116.37	94.909	116.37	94.909	-0.29137	230.36	1397.6	0.57612	0.28227	0.71773	0.56454	0.75286	False
chr16:97746060-97746083	RIPK4	117.46	95.858	117.46	95.858	-0.29047	233.34	1416.7	0.57585	0.28236	0.71764	0.56472	0.75286	False
chr6:122828484-122828507	FOXJ2	59.818	73.08	59.818	73.08	0.28458	87.937	530.64	0.57571	0.71626	0.28374	0.56748	0.75337	True
chr3:67393982-67394005	MLF1	184.89	154.7	184.89	154.7	-0.25568	455.74	2755.8	0.57556	0.28246	0.71754	0.56491	0.75286	False
chr7:103603852-103603875	OLFR619	120.72	98.705	120.72	98.705	-0.28787	242.4	1474.7	0.57514	0.2826	0.7174	0.5652	0.75286	False
