id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
DCAF5	5	0.78322	0.80723	0.999361	725	1	-0.19942	0.68171	0.76871	0.999995	727	1	-0.19942
XKR8	5	0.78418	0.80771	0.999361	726	1	0.19523	0.19094	0.36303	0.985605	356	2	0.19523
COL4A5	5	0.78673	0.80922	0.999361	727	1	-0.099027	0.065708	0.17582	0.893092	179	2	-0.099027
FAM83C	5	0.78736	0.80956	0.999361	728	1	0.60464	0.049388	0.13934	0.860826	151	4	0.60464
GPR157	5	0.78783	0.80993	0.999361	729	1	0.99093	0.012742	0.043876	0.805049	50	4	0.99093
GAS2L2	5	0.78987	0.81127	0.999361	730	1	-0.097059	0.43022	0.59674	0.999995	558	1	-0.097059
ALAS2	5	0.79018	0.81144	0.999361	731	1	0.41548	0.1798	0.34686	0.977861	343	3	0.41548
SEMA3F	5	0.79128	0.81205	0.999361	732	1	0.11254	0.57478	0.71614	0.999995	663	2	0.11254
WASL	4	0.79172	0.79333	0.999361	733	1	0.1057	0.2936	0.43913	0.999995	459	2	0.1057
CKAP2L	5	0.79205	0.81254	0.999361	734	1	-0.014827	0.72453	0.78623	0.999995	748	1	-0.014827
OLFR159	4	0.79212	0.7937	0.999361	735	1	0.4073	0.1229	0.25518	0.959473	264	3	0.4073
DNM1	5	0.7936	0.81347	0.999361	736	1	0.11894	0.89294	0.8929	0.999995	859	1	0.11894
TAS2R119	4	0.79465	0.79599	0.999361	737	1	0.21592	0.059192	0.13999	0.860826	166	2	0.21592
OLFR1105	5	0.79727	0.81546	0.999361	738	1	0.23974	0.05606	0.15515	0.887723	163	2	0.23974
MBD6	5	0.79909	0.81673	0.999361	739	1	0.76088	0.013297	0.04549	0.805049	51	4	0.76088
OLFR1138	3	0.80208	0.803	0.999361	740	0	0.42479	0.27365	0.40395	0.989772	448	2	0.42479
SFRP2	5	0.80238	0.81853	0.999361	741	1	-0.13837	0.97028	0.97042	0.999995	946	0	-0.13837
BNC1	5	0.80298	0.81892	0.999361	742	1	0.18412	0.49283	0.64756	0.999995	600	2	0.18412
9330182L06RIK	5	0.80387	0.81944	0.999361	743	1	0.25845	0.1891	0.36019	0.985605	353	3	0.25845
OBOX3	3	0.80396	0.80496	0.999361	744	0	0.32331	0.096989	0.18348	0.893092	233	2	0.32331
IL4	4	0.80457	0.80498	0.999361	745	1	0.0060338	0.27284	0.41821	0.998244	447	2	0.0060338
TRPM4	5	0.80505	0.82051	0.999361	746	1	0.51238	0.047695	0.13502	0.860826	149	4	0.51238
ETHE1	5	0.80637	0.82132	0.999361	747	1	-0.22865	0.51705	0.66793	0.999995	620	2	-0.22865
DNM3	5	0.80637	0.82132	0.999361	748	1	0.24916	0.55838	0.7025	0.999995	652	2	0.24916
GM20580	3	0.8067	0.8075	0.999361	749	0	0.064596	0.072348	0.14991	0.87809	191	1	0.064596
POLH	5	0.80942	0.82352	0.999361	750	1	-0.077558	0.44482	0.6081	0.999995	565	2	-0.077558
AGMO	5	0.81014	0.82406	0.999361	751	1	0.68377	0.012462	0.043035	0.805049	49	4	0.68377
HIAT1	5	0.81058	0.82427	0.999361	752	1	-0.23791	0.14891	0.30235	0.969336	303	2	-0.23791
GPR156	5	0.81372	0.82665	0.999361	753	1	0.42739	0.45793	0.61854	0.999995	571	2	0.42739
AKAP9	4	0.814	0.81453	0.999361	754	1	0.6968	0.035177	0.093312	0.805049	118	2	0.6968
TAS2R124	5	0.81598	0.82784	0.999361	755	1	0.65871	0.059488	0.16301	0.893092	167	3	0.65871
TMEM136	5	0.81626	0.828	0.999361	756	1	0.15612	0.72724	0.7874	0.999995	749	1	0.15612
OLFR1097	3	0.81805	0.81854	0.999361	757	0	0.20378	0.49974	0.55101	0.999995	605	1	0.20378
SERPINA1D	4	0.81828	0.81888	0.999361	758	1	0.54289	0.077609	0.17424	0.893092	202	3	0.54289
WNT9A	5	0.8185	0.82976	0.999361	759	1	0.195	0.015516	0.051698	0.805049	56	2	0.195
4930444A02RIK	5	0.81947	0.8304	0.999361	760	1	0.38359	0.14969	0.30378	0.969336	304	3	0.38359
OLFR1367	4	0.82308	0.82348	0.999361	761	0	0.36405	0.29435	0.4399	0.999995	461	2	0.36405
PSG16	5	0.82399	0.834	0.999361	762	1	0.18676	0.22717	0.4144	0.998244	403	2	0.18676
CYB5	5	0.8244	0.83444	0.999361	763	1	0.68096	0.087619	0.2106	0.908181	218	3	0.68096
REG3G	5	0.82696	0.83611	0.999361	764	1	0.66884	0.046922	0.13302	0.860826	147	3	0.66884
MEIG1	2	0.82773	0.82576	0.999361	765	0	0.55315	0.40107	0.41926	0.998244	535	1	0.55315
PALLD	5	0.82776	0.83674	0.999361	766	1	0.31833	0.22301	0.40878	0.994592	399	3	0.31833
GM2030	1	0.82825	0.82906	0.999361	767	0	0.75351	0.17175	0.17172	0.893092	334	1	0.75351
POLM	4	0.83285	0.8331	0.999361	768	0	0.3573	0.072438	0.16465	0.893092	193	2	0.3573
PELI2	5	0.83329	0.84016	0.999361	769	1	0.35233	0.22699	0.41415	0.998244	402	3	0.35233
APOL10A	4	0.83478	0.83488	0.999361	770	0	0.51451	0.07026	0.16053	0.893092	188	3	0.51451
HMGCLL1	5	0.83587	0.84197	0.999361	771	1	-0.2673	0.70292	0.77688	0.999995	734	1	-0.2673
CDKN2D	5	0.83664	0.84267	0.999361	772	1	0.19144	0.35283	0.53512	0.999995	498	2	0.19144
VSNL1	5	0.83715	0.84308	0.999361	773	1	0.75222	0.073376	0.18821	0.893092	194	3	0.75222
PCDHB7	5	0.8374	0.84334	0.999361	774	1	-0.2636	0.92504	0.92564	0.999995	893	0	-0.2636
FAM71F1	5	0.83867	0.84443	0.999361	775	1	-0.23183	0.40262	0.57437	0.999995	537	2	-0.23183
UHRF1BP1	5	0.83968	0.8451	0.999361	776	1	0.37697	0.22036	0.40482	0.989772	396	3	0.37697
SLC16A4	5	0.83993	0.84527	0.999361	777	1	0.24922	0.20917	0.38891	0.987908	379	2	0.24922
CENPW	2	0.84224	0.84071	0.999361	778	0	0.79897	0.21929	0.28156	0.959473	394	1	0.79897
NRIP1	5	0.84255	0.84746	0.999361	779	1	0.69442	0.023525	0.073381	0.805049	83	3	0.69442
NPY1R	5	0.84305	0.84789	0.999361	780	1	0.098698	0.30605	0.49691	0.999995	470	2	0.098698
HAS3	5	0.84367	0.84835	0.999361	781	1	0.71072	0.071383	0.1849	0.893092	189	3	0.71072
CRB1	5	0.84392	0.8485	0.999361	782	1	0.49978	0.11286	0.24922	0.959473	252	3	0.49978
SNAP25	5	0.84539	0.84966	0.999361	783	1	0.26847	0.14233	0.29289	0.965395	294	2	0.26847
DOK7	5	0.84661	0.85065	0.999361	784	1	0.63487	0.061073	0.16643	0.893092	172	3	0.63487
ALDH2	5	0.84734	0.85118	0.999361	785	1	0.44795	0.084626	0.20591	0.902174	213	2	0.44795
LYG1	4	0.8476	0.84794	0.999361	786	0	0.085158	0.47845	0.619	0.999995	588	1	0.085158
TRIB3	4	0.84855	0.84878	0.999361	787	0	0.58161	0.10654	0.2269	0.926106	243	2	0.58161
1700019D03RIK	3	0.84904	0.85001	0.999361	788	0	0.56809	0.16286	0.26699	0.959473	320	2	0.56809
TTC35	5	0.85022	0.85338	0.999361	789	1	0.40654	0.25324	0.44996	0.999995	431	3	0.40654
FMN1	5	0.85081	0.8538	0.999361	790	1	0.36364	0.024265	0.075282	0.805049	84	3	0.36364
CETN2	4	0.8518	0.852	0.999361	791	0	0.22456	0.46061	0.60793	0.999995	573	2	0.22456
MYOZ2	5	0.85188	0.8548	0.999361	792	1	-0.21614	0.0081415	0.030985	0.720585	40	1	-0.21614
TRAF1	4	0.85326	0.85333	0.999361	793	0	1.2831	0.0069778	0.024292	0.689081	36	3	1.2831
THAP2	5	0.85861	0.86051	0.999361	794	1	-0.048067	0.19828	0.37371	0.987908	365	1	-0.048067
MYL12A	3	0.85901	0.85999	0.999361	795	0	0.26933	0.55825	0.59021	0.999995	651	1	0.26933
ZFP161	5	0.85906	0.86093	0.999361	796	1	0.78478	0.019965	0.063708	0.805049	71	4	0.78478
FAM100A	5	0.86244	0.86382	0.999361	797	1	-0.17257	0.60611	0.74179	0.999995	689	1	-0.17257
DCBLD2	5	0.86244	0.86382	0.999361	798	1	0.73251	0.051182	0.14374	0.860826	158	3	0.73251
BPIFA3	5	0.86531	0.8665	0.999361	799	1	0.25934	0.21872	0.40214	0.989772	393	3	0.25934
TAX1BP1	5	0.86575	0.86682	0.999361	800	1	0.26177	0.49637	0.65064	0.999995	603	2	0.26177
LY6C2	1	0.86615	0.86705	0.999361	801	0	0.81553	0.13385	0.13449	0.860826	282	1	0.81553
MDM1	5	0.8664	0.86734	0.999361	802	1	-0.21051	0.15439	0.31069	0.969336	307	2	-0.21051
CTXN2	1	0.86724	0.86817	0.999361	803	0	0.79723	0.13276	0.13338	0.860826	279	1	0.79723
FAM117B	5	0.86759	0.8684	0.999361	804	1	0.053648	0.16835	0.33106	0.976591	329	2	0.053648
SPRR2B	4	0.86767	0.86791	0.999361	805	0	0.57384	0.067487	0.15535	0.887723	185	2	0.57384
ACSL4	5	0.86792	0.86867	0.999361	806	1	-0.055305	0.056924	0.1572	0.893092	164	2	-0.055305
GM5531	4	0.86891	0.86905	0.999361	807	0	-0.16796	0.78437	0.79041	0.999995	778	1	-0.16796
C1S	5	0.86942	0.87016	0.999361	808	1	-0.089648	0.54368	0.69023	0.999995	641	2	-0.089648
ALDH1A1	5	0.87027	0.87085	0.999361	809	1	0.34052	0.22152	0.40638	0.991174	397	3	0.34052
OLFR1013	4	0.87061	0.87077	0.999361	810	0	0.22792	0.17495	0.32178	0.969336	339	2	0.22792
GM12769	1	0.87116	0.87189	0.999361	811	0	0.83674	0.12884	0.12956	0.860826	272	1	0.83674
COL6A3	5	0.87133	0.87186	0.999361	812	1	0.345	0.080584	0.19938	0.898113	207	3	0.345
RALGPS1	5	0.87175	0.87225	0.999361	813	1	-0.19959	0.91614	0.91677	0.999995	879	0	-0.19959
LGALS4	5	0.87196	0.87247	0.999361	814	1	0.22015	0.36799	0.54748	0.999995	512	2	0.22015
SLC40A1	5	0.87322	0.8737	0.999361	815	1	0.15062	0.11177	0.24752	0.959473	248	2	0.15062
4930430A15RIK	5	0.87343	0.87389	0.999361	816	1	-0.25043	0.58176	0.72236	0.999995	668	1	-0.25043
SPDEF	5	0.87571	0.8762	0.999361	817	1	-0.30819	0.33875	0.52343	0.999995	486	1	-0.30819
NQO1	5	0.87754	0.87817	0.999361	818	1	0.51425	0.12268	0.26353	0.959473	262	3	0.51425
SLC38A5	5	0.87815	0.87873	0.999361	819	1	0.30673	0.16488	0.32584	0.969752	325	3	0.30673
A830018L16RIK	4	0.8794	0.87972	0.999361	820	0	0.53	0.090989	0.199	0.898113	223	3	0.53
WDR62	5	0.87956	0.87998	0.999361	821	1	-0.26505	0.90981	0.90976	0.999995	875	0	-0.26505
CYB5R1	5	0.88086	0.88116	0.999361	822	1	-0.16267	0.37075	0.5496	0.999995	514	2	-0.16267
LRRIQ1	5	0.88086	0.88116	0.999361	823	1	-0.099626	0.7711	0.809	0.999995	771	1	-0.099626
FOXJ2	5	0.88115	0.88144	0.999361	824	1	-0.17014	0.66842	0.76331	0.999995	722	1	-0.17014
GJA4	4	0.88117	0.88156	0.999361	825	0	0.24302	0.24194	0.38812	0.987908	419	2	0.24302
PUSL1	5	0.88155	0.88175	0.999361	826	1	0.91716	0.106	0.23898	0.951723	242	3	0.91716
VMN1R78	5	0.88293	0.88316	0.999361	827	1	0.59185	0.074709	0.19024	0.893092	196	3	0.59185
LPGAT1	5	0.88545	0.88535	0.999361	828	0	0.061557	0.58929	0.72864	0.999995	671	2	0.061557
B4GALNT3	5	0.88564	0.88554	0.999361	829	0	0.0038259	0.86705	0.87013	0.999995	835	1	0.0038259
GFI1	5	0.88746	0.88747	0.999361	830	0	0.24198	0.07812	0.1954	0.896335	203	2	0.24198
HIST1H2BL	1	0.8875	0.88853	0.999361	831	0	1.2147	0.1125	0.11305	0.825215	249	1	1.2147
4932438A13RIK	5	0.88821	0.88813	0.999361	832	0	-0.073567	0.18844	0.35934	0.985605	352	2	-0.073567
KRTAP9-5	5	0.88999	0.88971	0.999361	833	0	0.0061303	0.11568	0.25307	0.959473	255	2	0.0061303
MRGPRB8	5	0.89074	0.89046	0.999361	834	0	0.16133	0.1206	0.26028	0.959473	258	2	0.16133
A730011L01RIK	5	0.89111	0.89084	0.999361	835	0	-0.04068	0.59299	0.73188	0.999995	678	2	-0.04068
RHOX1	4	0.89206	0.89164	0.999361	836	0	0.12854	0.6475	0.70019	0.999995	712	1	0.12854
NEU4	5	0.89221	0.8921	0.999361	837	0	1.1732	0.00068057	0.0029356	0.616832	4	4	1.1732
MMP11	5	0.89367	0.89349	0.999361	838	0	0.70351	0.032779	0.097332	0.805049	113	3	0.70351
ARHGAP15	5	0.89618	0.89576	0.999361	839	0	-0.047316	0.42534	0.59315	0.999995	555	1	-0.047316
YWHAE	4	0.89753	0.8966	0.999361	840	0	0.72387	0.049454	0.12103	0.844369	152	3	0.72387
EI24	5	0.8976	0.89708	0.999361	841	0	0.53272	0.1067	0.24022	0.951723	244	3	0.53272
OLFR147	5	0.8983	0.89781	0.999361	842	0	-0.0013929	0.27809	0.47476	0.999995	449	2	-0.0013929
OLFR1206	4	0.89926	0.89831	0.999361	843	0	0.53547	0.063898	0.14863	0.87809	176	3	0.53547
IL12A	2	0.8999	0.89877	0.999361	844	0	0.48091	0.1001	0.17191	0.893092	237	2	0.48091
SHPK	5	0.90021	0.89974	0.999361	845	0	0.16072	0.1077	0.24174	0.951723	246	2	0.16072
HIST1H2BA	4	0.90165	0.9007	0.999361	846	0	-0.060662	0.92735	0.92636	0.999995	894	0	-0.060662
CYP2B10	5	0.90175	0.90143	0.999361	847	0	0.235	0.66797	0.76319	0.999995	721	1	0.235
HBB-BH2	3	0.9023	0.90235	0.999361	848	0	0.95419	0.026997	0.067104	0.805049	95	2	0.95419
OLFR1189	4	0.9034	0.90234	0.999361	849	0	0.17925	0.3015	0.44716	0.999995	467	2	0.17925
TAAR7D	4	0.90355	0.90252	0.999361	850	0	0.83293	0.036008	0.095074	0.805049	124	3	0.83293
MYOF	5	0.90552	0.90522	0.999361	851	0	0.27297	0.08465	0.20593	0.902174	214	2	0.27297
AMOTL1	5	0.9074	0.90724	0.999361	852	0	0.13976	0.43779	0.60261	0.999995	561	2	0.13976
VPS26A	5	0.90773	0.9075	0.999361	853	0	0.038532	0.78673	0.81712	0.999995	779	1	0.038532
4930447C04RIK	3	0.90774	0.90794	0.999361	854	0	0.46492	0.20787	0.32306	0.969336	377	2	0.46492
OLFR1387	4	0.90785	0.90648	0.999361	855	0	0.95729	0.025342	0.073332	0.805049	87	3	0.95729
PROM2	5	0.90789	0.90769	0.999361	856	0	0.49715	0.36753	0.54707	0.999995	511	2	0.49715
KPNA6	5	0.90821	0.90803	0.999361	857	0	-0.042671	0.25351	0.45046	0.999995	433	2	-0.042671
OLFR1015	5	0.90878	0.90866	0.999361	858	0	0.1753	0.29095	0.48519	0.999995	456	2	0.1753
CABP5	5	0.90902	0.90891	0.999361	859	0	0.25862	0.53536	0.68282	0.999995	635	2	0.25862
FBXW21	5	0.90949	0.90939	0.999361	860	0	0.73792	0.016128	0.05348	0.805049	59	4	0.73792
INMT	4	0.91129	0.90998	0.999361	861	0	0.12202	0.73595	0.75417	0.999995	757	1	0.12202
4930467E23RIK	4	0.91144	0.91012	0.999361	862	0	0.24076	0.6443	0.69858	0.999995	710	1	0.24076
P2RY6	4	0.91172	0.9105	0.999361	863	0	0.85662	0.043274	0.10923	0.81847	135	3	0.85662
ALPL	5	0.9131	0.91341	0.999361	864	0	0.097066	0.39944	0.57202	0.999995	534	2	0.097066
OLFR165	5	0.91387	0.91437	0.999361	865	0	0.86837	0.010304	0.036837	0.794807	43	4	0.86837
SESN1	5	0.91433	0.9149	0.999361	866	0	0.70136	0.025005	0.077153	0.805049	85	4	0.70136
AGAP3	5	0.91448	0.9151	0.999361	867	0	-0.025309	0.42883	0.59567	0.999995	557	1	-0.025309
ZFP235	4	0.91519	0.91395	0.999361	868	0	-0.033633	0.12087	0.25152	0.959473	259	1	-0.033633
FAM109B	5	0.91629	0.91696	0.999361	869	0	0.224	0.42436	0.59246	0.999995	553	2	0.224
GM10334	1	0.92039	0.9209	0.999361	870	0	1.1397	0.079612	0.080193	0.805049	205	1	1.1397
ATG4B	5	0.92047	0.92095	0.999361	871	0	0.43284	0.041728	0.12013	0.844369	132	4	0.43284
DARC	5	0.92112	0.92166	0.999361	872	0	0.76347	0.003806	0.016134	0.689081	19	4	0.76347
FLYWCH2	3	0.92117	0.92098	0.999361	873	0	0.31009	0.10065	0.18843	0.893092	238	2	0.31009
LEAP2	4	0.92119	0.92043	0.999361	874	0	0.33614	0.17095	0.31765	0.969336	332	2	0.33614
GLI2	5	0.92155	0.92207	0.999361	875	0	0.46734	0.15376	0.30983	0.969336	306	3	0.46734
F10	5	0.92268	0.92317	0.999361	876	0	0.3271	0.20511	0.38338	0.987908	374	3	0.3271
GM13271	4	0.92273	0.922	0.999361	877	0	0.35093	0.41328	0.55987	0.999995	544	2	0.35093
SYTL5	5	0.9231	0.92346	0.999361	878	0	0.59853	0.093721	0.221	0.91785	226	3	0.59853
OLFR731	4	0.92425	0.92357	0.999361	879	0	0.29383	0.29186	0.43745	0.999995	457	2	0.29383
FAM19A2	5	0.92435	0.92488	0.999361	880	0	0.61346	0.062266	0.16918	0.893092	175	4	0.61346
AW146154	4	0.92501	0.92429	0.999361	881	0	0.43519	0.031424	0.086005	0.805049	107	3	0.43519
KLRA4	3	0.9268	0.92667	0.999361	882	0	0.60294	0.16786	0.27334	0.959473	328	2	0.60294
TBC1D10C	5	0.9276	0.92807	0.999361	883	0	0.30796	0.15494	0.3114	0.969336	308	3	0.30796
RBFOX3	4	0.92832	0.92728	0.999361	884	0	0.26852	0.076549	0.17249	0.893092	199	2	0.26852
CHL1	5	0.92853	0.92898	0.999361	885	0	0.70249	0.036251	0.1062	0.81847	125	4	0.70249
DLG2	5	0.9288	0.92936	0.999361	886	0	0.12696	0.44397	0.60758	0.999995	564	2	0.12696
NDST3	5	0.92932	0.9299	0.999361	887	0	0.77935	0.019783	0.063262	0.805049	70	4	0.77935
NFATC4	4	0.92946	0.92844	0.999361	888	0	0.11328	0.5985	0.67448	0.999995	682	1	0.11328
TRIM29	5	0.93075	0.93119	0.999361	889	0	0.2389	0.37902	0.55638	0.999995	521	2	0.2389
2900011O08RIK	4	0.93164	0.93071	0.999361	890	0	0.80062	0.021611	0.065233	0.805049	79	3	0.80062
OLFR376	3	0.93204	0.93166	0.999361	891	0	0.42901	0.21688	0.33476	0.977861	391	2	0.42901
RHOX9	4	0.93211	0.93115	0.999361	892	0	0.25533	0.24919	0.39506	0.987908	427	2	0.25533
VMN1R80	4	0.93268	0.93174	0.999361	893	0	0.63599	0.018152	0.058292	0.805049	65	3	0.63599
UVRAG	5	0.93291	0.93355	0.999361	894	0	0.32967	0.053802	0.15015	0.87809	161	3	0.32967
HTATIP2	5	0.93316	0.9338	0.999361	895	0	0.043042	0.58971	0.72897	0.999995	672	2	0.043042
CAR13	5	0.93452	0.93515	0.999361	896	0	0.28001	0.083823	0.20465	0.902174	211	3	0.28001
B4GALT5	5	0.93501	0.93583	0.999361	897	0	-0.041874	0.11271	0.24903	0.959473	251	2	-0.041874
GM11487	3	0.93547	0.93503	0.999361	898	0	0.71098	0.094222	0.17993	0.893092	227	2	0.71098
VMN1R213	4	0.93552	0.93474	0.999361	899	0	0.57378	0.13103	0.26881	0.959473	274	3	0.57378
UFSP1	5	0.93647	0.93723	0.999361	900	0	0.31742	0.56682	0.70944	0.999995	660	2	0.31742
ACAT1	5	0.93712	0.93799	0.999361	901	0	0.4429	0.1617	0.32124	0.969336	319	3	0.4429
SETD2	5	0.93825	0.93904	0.999361	902	0	0.47086	0.13593	0.28304	0.959473	286	3	0.47086
CMAS	5	0.9386	0.93942	0.999361	903	0	0.49869	0.015359	0.051312	0.805049	55	4	0.49869
FAM46D	5	0.93895	0.93981	0.999361	904	0	0.44933	0.044007	0.12579	0.855695	139	4	0.44933
CRISPLD2	5	0.93941	0.94031	0.999361	905	0	0.1003	0.78162	0.81419	0.999995	775	1	0.1003
SPATA16	5	0.94033	0.94121	0.999361	906	0	0.4981	0.14153	0.29175	0.965395	291	3	0.4981
SFTPA1	4	0.94081	0.93985	0.999361	907	0	0.73531	0.043385	0.1095	0.81847	137	3	0.73531
LITAF	5	0.94124	0.94196	0.999361	908	0	0.25034	0.3747	0.55296	0.999995	517	2	0.25034
PDCD4	5	0.94135	0.942	0.999361	909	0	0.1946	0.69288	0.77281	0.999995	731	1	0.1946
ATMIN	5	0.94346	0.94392	0.999361	910	0	0.57076	0.21382	0.39516	0.987908	387	3	0.57076
RC3H1	5	0.9439	0.94436	0.999361	911	0	0.85124	0.030584	0.091847	0.805049	104	3	0.85124
ZFP459	4	0.94538	0.94446	0.999361	912	0	0.14622	0.66202	0.70803	0.999995	714	1	0.14622
PPPDE1	4	0.94587	0.945	0.999361	913	0	0.39744	0.1043	0.22301	0.91785	241	3	0.39744
IFNA2	2	0.94654	0.94587	0.999361	914	0	0.53417	0.05346	0.095064	0.805049	160	2	0.53417
PCSK2	4	0.94664	0.94584	0.999361	915	0	0.20231	0.53039	0.64193	0.999995	631	1	0.20231
FBXO31	5	0.94791	0.94811	0.999361	916	0	0.8772	0.067225	0.17835	0.893092	183	3	0.8772
TBC1D12	4	0.94911	0.94848	0.999361	917	0	0.86693	0.035356	0.093629	0.805049	121	3	0.86693
SLC23A2	5	0.94933	0.9496	0.999361	918	0	0.28851	0.24185	0.43438	0.999995	418	3	0.28851
AMBN	5	0.94943	0.94971	0.999361	919	0	0.80239	0.041322	0.11914	0.844369	131	4	0.80239
AA467197	3	0.94954	0.9494	0.999361	920	0	0.89755	0.043201	0.10453	0.81847	134	2	0.89755
GZMB	5	0.95052	0.95068	0.999361	921	0	0.32684	0.42394	0.59207	0.999995	552	2	0.32684
MTRR	5	0.9513	0.95157	0.999361	922	0	0.37145	0.23691	0.42758	0.999995	413	3	0.37145
MTA2	5	0.95312	0.95345	0.999361	923	0	0.12416	0.32212	0.51016	0.999995	477	2	0.12416
WDR34	5	0.9533	0.95359	0.999361	924	0	0.6584	0.060241	0.16446	0.893092	171	3	0.6584
SLC25A12	5	0.9534	0.95366	0.999361	925	0	0.50516	0.13291	0.27855	0.959473	280	3	0.50516
AVEN	3	0.95417	0.95397	0.999361	926	0	0.67056	0.045834	0.11079	0.81847	143	3	0.67056
ZFP109	5	0.95488	0.95547	0.999361	927	0	0.37968	0.065269	0.17513	0.893092	178	3	0.37968
PRL2A1	3	0.95586	0.95567	0.999361	928	0	0.45283	0.04414	0.10681	0.81847	140	3	0.45283
ACP2	5	0.95632	0.95678	0.999361	929	0	0.40314	0.19515	0.36897	0.986538	363	3	0.40314
DISP1	5	0.95755	0.95807	0.999361	930	0	0.34807	0.23607	0.42633	0.999995	412	3	0.34807
1700016C15RIK	5	0.95884	0.95927	0.999361	931	0	0.16266	0.059959	0.16394	0.893092	168	2	0.16266
4931406C07RIK	5	0.95893	0.95933	0.999361	932	0	0.76242	0.0076038	0.029421	0.700495	39	4	0.76242
KIF1B	5	0.95918	0.95965	0.999361	933	0	0.67342	0.10764	0.24164	0.951723	245	3	0.67342
CYP2B9	5	0.96108	0.96155	0.999361	934	0	0.2884	0.24838	0.4431	0.999995	426	3	0.2884
SCN1B	5	0.96173	0.96218	0.999361	935	0	0.41264	0.20929	0.38906	0.987908	380	3	0.41264
OLFR101	4	0.96174	0.96169	0.999361	936	0	0.66219	0.026809	0.076401	0.805049	94	3	0.66219
SCLT1	5	0.96307	0.96342	0.999361	937	0	0.34342	0.2305	0.4187	0.998244	407	3	0.34342
OLFR1086	5	0.96403	0.96426	0.999361	938	0	0.22841	0.89258	0.8925	0.999995	858	1	0.22841
DOCK11	5	0.96422	0.96447	0.999361	939	0	0.5387	0.042239	0.12159	0.844369	133	4	0.5387
OLFR484	3	0.96481	0.96449	0.999361	940	0	0.65296	0.035193	0.085658	0.805049	119	3	0.65296
EPB4.1L3	5	0.96542	0.9657	0.999361	941	0	0.50023	0.033687	0.099619	0.809909	116	4	0.50023
OLFR389	3	0.96623	0.96602	0.999361	942	0	0.58135	0.033774	0.082045	0.805049	117	3	0.58135
OLFR1212	4	0.96695	0.9671	0.999361	943	0	0.41564	0.24375	0.38986	0.987908	420	2	0.41564
CCDC19	5	0.96736	0.96773	0.999361	944	0	0.24434	0.32669	0.51377	0.999995	481	2	0.24434
VMN1R237	5	0.96861	0.96879	0.999361	945	0	0.48934	0.036435	0.10666	0.81847	126	4	0.48934
OLFR957	4	0.96874	0.96912	0.999361	946	0	0.72455	0.032026	0.087153	0.805049	110	3	0.72455
TLR8	5	0.96902	0.96919	0.999361	947	0	0.1128	0.43575	0.60114	0.999995	560	1	0.1128
IL31RA	5	0.96962	0.96983	0.999361	948	0	0.22897	0.44844	0.61086	0.999995	569	2	0.22897
2610020H08RIK	5	0.96989	0.97011	0.999361	949	0	0.62575	0.059001	0.16192	0.893092	165	3	0.62575
SYNGR2	5	0.971	0.97107	0.999361	950	0	0.31663	0.52943	0.67797	0.999995	629	2	0.31663
LRRC7	5	0.97281	0.9726	0.999361	951	0	0.25438	0.13019	0.27468	0.959473	273	2	0.25438
KLRD1	3	0.97299	0.97297	0.999361	952	0	0.63474	0.027012	0.067124	0.805049	96	3	0.63474
ARMCX5	5	0.97317	0.97303	0.999361	953	0	0.19266	0.083502	0.20417	0.902174	210	2	0.19266
OLFR434	3	0.9734	0.97347	0.999361	954	0	0.46286	0.026602	0.066183	0.805049	92	3	0.46286
TOX2	4	0.97459	0.97515	0.999361	955	0	0.86538	0.020748	0.06353	0.805049	75	3	0.86538
ICK	5	0.97493	0.97475	0.999361	956	0	0.4913	0.23844	0.42966	0.999995	415	3	0.4913
NLRP5	5	0.9753	0.97512	0.999361	957	0	0.77713	0.017142	0.056084	0.805049	61	4	0.77713
KHDRBS3	5	0.97734	0.97705	0.999361	958	0	0.47646	0.075482	0.19149	0.893092	197	3	0.47646
A2M	4	0.97738	0.97791	0.999361	959	0	0.41491	0.12496	0.25862	0.959473	267	3	0.41491
9430038I01RIK	2	0.97809	0.97759	0.999361	960	0	0.8815	0.021906	0.040391	0.805049	80	2	0.8815
SYN1	5	0.97868	0.97828	0.999361	961	0	0.72399	0.029321	0.08851	0.805049	101	3	0.72399
FBXO24	5	0.97893	0.97859	0.999361	962	0	0.65099	0.015843	0.05255	0.805049	58	4	0.65099
TAS2R108	3	0.97979	0.97974	0.999361	963	0	0.65528	0.020208	0.051698	0.805049	73	3	0.65528
PCOLCE2	5	0.98021	0.97984	0.999361	964	0	0.86411	0.010879	0.03847	0.794807	46	4	0.86411
0610031J06RIK	5	0.98033	0.97995	0.999361	965	0	0.8336	0.033308	0.098678	0.808838	115	3	0.8336
OLFR878	5	0.98047	0.9801	0.999361	966	0	0.3788	0.050076	0.14101	0.860826	155	4	0.3788
NAA11	5	0.98066	0.98032	0.999361	967	0	0.40549	0.12452	0.26617	0.959473	266	3	0.40549
CD86	5	0.98192	0.98169	0.999361	968	0	0.61717	0.026399	0.080708	0.805049	91	3	0.61717
SRCRB4D	5	0.98214	0.98194	0.999361	969	0	0.60012	0.13239	0.2778	0.959473	277	3	0.60012
CBR3	5	0.98257	0.98236	0.999361	970	0	0.65835	0.11262	0.24883	0.959473	250	3	0.65835
